Student_ID,Name,Age,Gender,Department,Grade,Attendance,Marks,City,Study_Hours
1214,Student_214,17.0,Female,Computer Science,Poor,90.0,84.0,Dallas,4.3
1172,Student_172,29.0,Male,Business,Excellent,,54.0,Seattle,4.5
1099,Student_99,24.0,Male,Computer Science,Poor,65.0,78.0,Chicago,3.2
1293,Student_293,27.0,Female,Computer Science,Poor,69.0,99.0,Houston,1.2
1216,Student_216,26.0,Male,Business,Average,83.0,90.0,Dallas,7.7
1062,Student_62,21.0,Female,Business,Poor,58.0,66.0,Boston,4.2
1048,Student_48,21.0,Female,Arts,Poor,93.0,73.0,New York,4.7
1033,Student_33,29.0,,,Poor,65.0,,New York,3.7
1268,Student_268,17.0,Male,Mathematics,Poor,,76.0,Chicago,3.5
1328,Student_328,17.0,Male,Engineering,Poor,91.0,55.0,Chicago,2.6
1201,Student_201,,Female,Arts,Poor,80.0,97.0,Houston,2.8
1447,Student_447,24.0,Female,Computer Science,Excellent,84.0,94.0,New York,3.1
1028,Student_28,21.0,Male,Business,Average,73.0,,Houston,6.5
1425,Student_425,17.0,Male,Mathematics,Good,73.0,88.0,Seattle,5.3
1231,Student_231,19.0,Male,Engineering,Excellent,89.0,84.0,Boston,4.1
1261,Student_261,24.0,Male,Mathematics,Poor,74.0,68.0,Seattle,4.6
1289,Student_289,23.0,Female,Mathematics,,57.0,94.0,Boston,3.7
1163,Student_163,19.0,Female,Business,Good,67.0,41.0,Seattle,3.7
1426,Student_426,25.0,Female,Arts,Average,56.0,55.0,Boston,3.8
1139,Student_139,23.0,Female,Business,,80.0,57.0,Seattle,4.2
1063,Student_63,18.0,Male,Arts,Poor,87.0,45.0,New York,
1136,Student_136,18.0,Female,Engineering,Average,55.0,72.0,Chicago,
1129,Student_129,26.0,Female,Computer Science,Average,93.0,99.0,New York,5.1
1477,Student_477,28.0,Female,Computer Science,Excellent,72.0,44.0,New York,4.2
1009,Student_9,26.0,Male,Mathematics,Excellent,93.0,64.0,Seattle,4.9
1327,Student_327,27.0,Female,Business,Good,61.0,44.0,Houston,2.3
1464,Student_464,17.0,Female,Arts,Excellent,75.0,81.0,Houston,6.7
1065,Student_65,28.0,Female,Computer Science,Poor,71.0,91.0,New York,4.0
1301,Student_301,23.0,Male,Computer Science,Good,98.0,39.0,Houston,4.9
1015,Student_15,21.0,Female,Computer Science,Average,86.0,73.0,Houston,1.5
1157,Student_157,27.0,Male,,Poor,75.0,72.0,New York,3.1
1041,Student_41,28.0,Male,Engineering,Excellent,64.0,83.0,Houston,5.7
1380,Student_380,19.0,Male,Engineering,Good,74.0,95.0,Chicago,4.6
1469,Student_469,27.0,Male,Business,Excellent,97.0,,Dallas,3.5
1404,Student_404,23.0,,Arts,Good,62.0,75.0,New York,7.0
1217,Student_217,28.0,Female,Computer Science,Good,85.0,43.0,Boston,4.7
1280,Student_280,26.0,Male,Arts,Average,59.0,92.0,Seattle,2.6
1435,Student_435,18.0,Female,Mathematics,Poor,68.0,38.0,New York,5.1
1431,Student_431,26.0,Male,Mathematics,Excellent,61.0,91.0,New York,4.2
1338,Student_338,29.0,Female,Computer Science,,80.0,45.0,New York,3.4
1237,Student_237,27.0,Male,Engineering,Excellent,57.0,48.0,Boston,3.1
1208,Student_208,23.0,Male,Arts,Excellent,69.0,65.0,New York,5.2
1213,Student_213,21.0,Male,Mathematics,Excellent,,45.0,Seattle,5.3
1296,Student_296,25.0,Male,Computer Science,Poor,86.0,35.0,Chicago,2.8
1458,Student_458,26.0,Male,Arts,Average,57.0,82.0,Dallas,5.0
1252,Student_252,22.0,Female,Computer Science,Poor,96.0,66.0,Chicago,6.0
1489,Student_489,18.0,Male,Computer Science,Good,64.0,55.0,Seattle,2.2
1487,Student_487,20.0,Male,Mathematics,Excellent,65.0,71.0,Dallas,5.1
1304,Student_304,25.0,Female,Business,Good,,92.0,Chicago,5.2
1351,Student_351,20.0,Female,Mathematics,Excellent,57.0,85.0,Boston,2.0
1270,Student_270,28.0,Female,Engineering,Good,85.0,98.0,Boston,4.9
1202,Student_202,27.0,Male,Engineering,Good,73.0,40.0,Houston,2.4
1162,Student_162,29.0,Male,Computer Science,Good,60.0,40.0,,5.0
1044,Student_44,23.0,Male,Arts,Good,99.0,84.0,Chicago,4.7
1218,Student_218,24.0,Male,Business,Poor,51.0,55.0,Dallas,3.7
1402,Student_402,29.0,Female,Mathematics,Poor,62.0,61.0,Boston,4.9
1191,Student_191,28.0,Male,Business,Poor,100.0,59.0,Dallas,2.9
1310,Student_310,28.0,Female,Computer Science,Poor,99.0,62.0,Seattle,3.4
1260,Student_260,22.0,Female,,Average,66.0,60.0,Houston,3.8
1106,Student_106,25.0,Male,Computer Science,Average,81.0,64.0,Houston,6.2
1054,Student_54,18.0,Female,Arts,Average,74.0,83.0,Houston,2.5
1390,Student_390,19.0,Male,Engineering,Average,54.0,42.0,Dallas,4.8
1002,Student_2,20.0,Male,Business,Good,63.0,61.0,Boston,2.3
1442,Student_442,25.0,Male,Computer Science,,84.0,68.0,Houston,5.6
1483,Student_483,20.0,Female,,Average,94.0,69.0,Dallas,4.2
1050,Student_50,23.0,Female,Business,Excellent,52.0,53.0,Chicago,3.5
1420,Student_420,26.0,Female,Engineering,Good,72.0,54.0,Boston,6.6
1081,Student_81,20.0,Male,Business,Excellent,81.0,73.0,New York,2.4
1206,Student_206,25.0,Male,Engineering,Average,77.0,94.0,New York,6.3
1035,Student_35,25.0,,Engineering,Excellent,57.0,60.0,Boston,3.7
1264,Student_264,18.0,Female,Engineering,Good,84.0,63.0,,6.9
1428,Student_428,22.0,Male,Computer Science,Excellent,70.0,80.0,Chicago,5.7
1367,Student_367,19.0,Female,Engineering,Excellent,59.0,56.0,New York,20.0
1092,Student_92,28.0,Male,Engineering,Poor,73.0,39.0,Dallas,2.0
1340,Student_340,18.0,Male,Arts,Poor,92.0,49.0,Houston,4.3
1474,Student_474,21.0,Female,Business,Average,64.0,43.0,Houston,4.2
1053,Student_53,23.0,Female,Arts,Average,64.0,81.0,,4.7
1346,Student_346,20.0,Female,Computer Science,Poor,72.0,93.0,Boston,2.8
1265,Student_265,22.0,Male,Engineering,Excellent,86.0,72.0,Boston,2.8
1242,Student_242,22.0,Male,Arts,Poor,91.0,,Boston,3.4
1014,Student_14,24.0,Female,Engineering,Poor,65.0,41.0,Boston,4.2
1316,Student_316,25.0,Female,Arts,Excellent,75.0,98.0,Boston,3.9
1089,Student_89,20.0,Female,Arts,Good,60.0,94.0,Chicago,4.8
1388,Student_388,21.0,Female,Computer Science,Good,63.0,73.0,New York,5.6
1274,Student_274,19.0,Male,,Good,80.0,35.0,Boston,5.2
1167,Student_167,29.0,Female,Arts,Good,62.0,,Dallas,4.7
1329,Student_329,,Female,Computer Science,Excellent,69.0,70.0,Houston,4.0
1493,Student_493,17.0,Male,Engineering,Good,100.0,73.0,Seattle,3.7
1135,Student_135,28.0,Male,Engineering,Poor,58.0,50.0,New York,7.2
1307,Student_307,17.0,Female,Computer Science,,55.0,86.0,Seattle,1.7
1481,Student_481,22.0,Female,Computer Science,Good,93.0,53.0,New York,0.6
1320,Student_320,20.0,,,Good,55.0,59.0,Chicago,4.6
1244,Student_244,21.0,Male,Engineering,,63.0,44.0,Seattle,4.0
1055,Student_55,20.0,Female,,,79.0,67.0,Chicago,3.8
1364,Student_364,22.0,Female,Engineering,Poor,50.0,41.0,Boston,7.4
1051,Student_51,21.0,Male,Mathematics,Good,69.0,70.0,Dallas,6.1
1457,Student_457,25.0,Male,Business,Average,75.0,53.0,Dallas,2.7
1175,Student_175,,,Mathematics,Good,57.0,100.0,New York,2.3
1446,Student_446,17.0,Male,Computer Science,Poor,60.0,94.0,New York,
1190,Student_190,28.0,Female,Mathematics,Good,59.0,55.0,New York,
1497,Student_497,26.0,Male,Engineering,Good,62.0,91.0,Houston,5.1
1188,Student_188,28.0,,Arts,Excellent,52.0,47.0,Houston,5.8
1170,Student_170,23.0,Male,Computer Science,Poor,100.0,36.0,Chicago,6.8
1059,Student_59,26.0,Female,Business,Good,93.0,71.0,Houston,4.7
1049,Student_49,19.0,Female,Arts,Excellent,73.0,52.0,Dallas,3.9
1345,Student_345,25.0,Male,Arts,Average,69.0,59.0,Dallas,
1236,Student_236,17.0,Female,Mathematics,Average,75.0,61.0,Houston,3.5
1253,Student_253,23.0,Female,Arts,Good,63.0,70.0,Chicago,2.8
1022,Student_22,18.0,Male,Computer Science,Good,87.0,76.0,Dallas,5.4
1314,Student_314,23.0,Female,Mathematics,Poor,86.0,39.0,Seattle,5.0
1460,Student_460,,Female,Mathematics,Excellent,51.0,89.0,New York,3.8
1161,Student_161,28.0,Male,Mathematics,Average,63.0,64.0,Boston,4.5
1277,Student_277,27.0,Female,Engineering,Poor,52.0,82.0,Boston,5.0
1444,Student_444,29.0,Male,Business,Good,87.0,53.0,Boston,5.8
1192,Student_192,20.0,Male,Arts,Average,84.0,79.0,Dallas,4.9
1386,Student_386,28.0,Male,Arts,Good,80.0,63.0,Houston,3.7
1294,Student_294,28.0,Female,Mathematics,Good,77.0,42.0,Boston,2.9
1414,Student_414,24.0,Male,Mathematics,Good,68.0,54.0,New York,5.0
1344,Student_344,29.0,Female,Business,Excellent,87.0,89.0,Dallas,
1258,Student_258,27.0,Male,Arts,Average,88.0,86.0,Dallas,4.9
1309,Student_309,17.0,Male,Arts,Good,69.0,41.0,Dallas,3.3
1150,Student_150,21.0,Female,Engineering,Poor,56.0,56.0,Chicago,6.0
1131,Student_131,28.0,Female,Arts,Excellent,89.0,55.0,,6.0
1152,Student_152,17.0,Male,Mathematics,Poor,69.0,49.0,Boston,5.5
1360,Student_360,19.0,Female,Arts,Good,96.0,47.0,Seattle,4.9
1100,Student_100,26.0,,Business,Good,71.0,92.0,Houston,4.8
1373,Student_373,21.0,Female,Engineering,Poor,57.0,61.0,Seattle,4.8
1088,Student_88,26.0,Male,Mathematics,Good,57.0,83.0,Seattle,5.5
1459,Student_459,,Female,Business,Average,97.0,79.0,Seattle,5.5
1331,Student_331,22.0,Male,Engineering,Average,73.0,36.0,Boston,5.7
1215,Student_215,19.0,Male,Arts,,85.0,65.0,Houston,2.5
1467,Student_467,22.0,Male,Mathematics,Excellent,54.0,67.0,New York,2.7
1122,Student_122,19.0,Male,Business,Good,88.0,46.0,Seattle,3.5
1500,Student_500,21.0,Female,Computer Science,Average,83.0,80.0,,0.8
1021,Student_21,21.0,Male,Business,Excellent,50.0,95.0,New York,4.3
1189,Student_189,28.0,Female,Mathematics,Excellent,77.0,42.0,Seattle,3.4
1072,Student_72,17.0,Male,Business,Excellent,57.0,76.0,Seattle,3.9
1107,Student_107,29.0,Male,Mathematics,Good,99.0,42.0,Chicago,3.0
1271,Student_271,27.0,Female,Engineering,Good,94.0,51.0,Seattle,2.6
1349,Student_349,17.0,Male,,Good,99.0,78.0,New York,4.2
1436,Student_436,25.0,Male,Computer Science,Poor,78.0,,Chicago,
1103,Student_103,28.0,Male,Computer Science,Average,82.0,78.0,Boston,2.4
